station_observations
CURRENT_AIR_TEMPERATURE1, STANDARD_SNOW, MINIMUM_AIR_TEMPERATURE, MAXIMUM_AIR_TEMPERATURE, time, PRECIPITATION_NEW, HEIGHT_OF_SNOW
7.5, 0.0, -1.0, 10.0, 1996-10-30 15:00:00, 0.0, 26.0
3.0, 0.0, 2.0, 7.5, 1996-10-31 06:40:00, 0.0, 3.0
9.5, 0.0, 2.0, 13.0, 1996-10-31 15:00:00, 0.0, 25.0
2.5, 0.0, 2.5, 9.5, 1996-11-01 06:40:00, 0.0, 25.0
8.5, 0.0, 2.5, 12.0, 1996-11-01 15:00:00, 0.0, 24.0
2.0, 0.0, 2.0, 8.5, 1996-11-02 06:40:00, 0.0, 23.0
2.5, 0.0, 2.0, 4.0, 1996-11-02 15:00:00, 0.0, 23.0
-2.5, 0.0, -3.0, 2.5, 1996-11-03 06:40:00, 2.0, 0.0
-2.0, 7.0, -3.5, -0.5, 1996-11-03 15:00:00, 4.0, 31.0
-2.5, 6.0, -4.0, -1.0, 1996-11-04 06:40:00, 3.0, 36.0
0.0, 0.0, -3.0, 1.0, 1996-11-04 15:00:00, 0.0, 35.0
-3.0, 0.1, -5.0, 0.0, 1996-11-05 06:40:00, 0.0, 34.0
-0.5, 1.0, -2.5, 0.0, 1996-11-06 06:40:00, 0.0, 34.0
0.0, 0.0, -1.0, 4.0, 1996-11-06 15:00:00, 1.0, 33.0
-3.5, 0.0, -5.5, 0.0, 1996-11-07 06:40:00, 0.0, 32.0
-3.0, 10.0, -3.5, -2.5, 1996-11-07 15:00:00, 6.0, 39.0
5.5, 2.0, -3.0, 5.5, 1996-11-08 06:40:00, 30.0, 41.0
7.5, 0.0, 3.5, 9.5, 1996-11-08 15:00:00, 2.0, 36.0
3.0, 0.0, 2.5, 6.5, 1996-11-09 07:00:00, 0.0, 33.0
6.0, 0.0, 2.5, 7.0, 1996-11-09 15:00:00, 0.0, 32.0
8.0, 0.0, 3.0, 8.5, 1996-11-10 06:40:00, 0.0, 30.0
7.5, 0.0, 7.0, 9.0, 1996-11-10 15:00:00, 0.0, 30.0
5.0, 0.0, 0.0, 7.5, 1996-11-11 06:40:00, 0.0, 26.0
4.5, 0.0, 4.5, 9.0, 1996-11-11 15:00:00, 1.0, 23.0
5.0, 0.0, 4.0, 5.5, 1996-11-12 06:40:00, 13.0, 13.0
5.5, 0.0, 4.5, 6.5, 1996-11-12 15:00:00, 9.0, 9.0
-0.5, 0.0, -0.5, 5.5, 1996-11-13 06:40:00, 2.0, 7.0
3.5, 0.0, -1.0, 4.0, 1996-11-13 15:00:00, 0.0, 6.0
0.0, 0.1, -1.0, 3.5, 1996-11-14 06:40:00, 3.0, 6.0
1.0, 0.0, -0.5, 2.5, 1996-11-14 15:00:00, 0.0, 5.0
-3.0, 0.0, -3.0, 1.0, 1996-11-15 06:40:00, 0.0, 5.0
-1.5, 0.1, -3.5, 0.5, 1996-11-15 15:00:00, 0.0, 5.0
-5.0, 10.0, -5.0, -1.5, 1996-11-16 06:40:00, 5.0, 15.0
-5.5, 6.0, -7.0, -4.5, 1996-11-16 15:00:00, 3.0, 23.0
-8.0, 2.0, -9.0, -5.5, 1996-11-17 06:40:00, 1.0, 24.0
-6.5, 0.1, -9.0, -4.0, 1996-11-17 15:00:00, 0.0, 24.0
-6.5, 3.0, -7.5, -6.0, 1996-11-18 06:45:00, 2.0, 27.0
-7.0, 3.0, -8.0, -6.5, 1996-11-18 15:00:00, 1.0, 24.0
-8.5, 0.5, -9.0, -8.0, 1996-11-19 06:40:00, 0.0, 22.0
-8.0, 0.1, -9.0, -6.5, 1996-11-19 15:00:00, 0.0, 22.0
-9.5, 0.5, -11.0, -8.0, 1996-11-20 06:50:00, 0.0, 21.0
-7.0, 0.5, -10.0, -5.0, 1996-11-20 15:00:00, 0.0, 21.0
-7.0, 0.1, -8.5, -7.0, 1996-11-21 06:40:00, 1.0, 20.0
-7.0, 0.0, -7.5, -6.0, 1996-11-21 15:00:00, 0.0, 20.0
-10.0, 0.1, -13.0, -7.0, 1996-11-22 06:45:00, 1.0, 20.0
-5.0, 0.0, -10.5, -3.0, 1996-11-22 15:00:00, 0.0, 20.0
-9.0, 0.0, -11.0, -5.0, 1996-11-23 06:45:00, 0.0, 20.0
-8.0, 4.0, -9.0, -8.0, 1996-11-23 15:00:00, 2.0, 22.0
-1.5, 7.0, -8.5, -1.5, 1996-11-24 06:45:00, 5.0, 25.0
-0.5, 10.0, -2.0, -0.5, 1996-11-24 15:00:00, 7.0, 34.0
-3.5, 0.1, -3.5, 0.0, 1996-11-25 06:40:00, 1.0, 33.0
-0.5, 0.0, -3.5, 2.0, 1996-11-25 15:00:00, 0.0, 33.0
-1.0, 8.0, -1.5, 0.0, 1996-11-26 07:00:00, 5.0, 39.0
0.0, 0.1, -1.0, 0.0, 1996-11-26 15:30:00, 1.0, 38.0
0.5, 0.1, 0.0, 1.0, 1996-11-27 07:00:00, 7.0, 36.0
0.0, 0.1, 0.0, 1.0, 1996-11-27 15:50:00, 0.0, 35.0
-1.5, 0.1, -2.0, 0.0, 1996-11-28 07:00:00, 1.0, 34.0
0.0, 0.0, -2.0, 2.0, 1996-11-28 16:00:00, 0.0, 33.0
-3.0, 0.1, -5.0, 0.0, 1996-11-29 07:00:00, 1.0, 33.0
-2.0, 3.0, -3.0, -2.0, 1996-11-29 15:30:00, 2.0, 35.0
-0.5, 1.0, -2.0, -0.5, 1996-11-30 07:00:00, 1.0, 36.0
-1.0, 12.0, -2.0, 0.0, 1996-11-30 15:00:00, 8.0, 46.0
-3.0, 14.0, -3.0, 0.5, 1996-12-01 06:45:00, 10.0, 56.0
-4.0, 0.0, -5.5, -3.0, 1996-12-01 16:00:00, 1.0, 53.0
-4.5, 14.0, -7.0, -4.0, 1996-12-02 06:45:00, 6.0, 64.0
-4.0, 0.1, -7.0, -1.0, 1996-12-02 15:00:00, 0.0, 63.0
-8.0, 0.1, -8.0, -4.0, 1996-12-03 07:00:00, 1.0, 62.0
-4.5, 0.1, -8.0, -3.0, 1996-12-03 16:00:00, 0.0, 60.0
-6.0, 26.0, -6.0, -4.0, 1996-12-04 07:00:00, 10.0, 75.0
-0.5, 8.0, -6.0, 0.0, 1996-12-04 15:00:00, 6.0, 84.0
-4.0, 0.1, -4.5, -0.5, 1996-12-05 07:00:00, 1.0, 81.0
-2.5, 0.1, -5.0, -1.5, 1996-12-05 15:15:00, 0.0, 81.0
-5.0, 3.0, -6.5, -2.5, 1996-12-06 07:00:00, 1.0, 82.0
-2.5, 7.0, -5.0, -0.5, 1996-12-06 15:00:00, 2.0, 85.0
-3.0, 14.0, -7.0, -2.5, 1996-12-07 07:00:00, 6.0, 92.0
-2.5, 6.0, -2.5, -2.0, 1996-12-07 15:00:00, 5.0, 95.0
-3.0, 1.0, -6.0, -2.5, 1996-12-08 07:00:00, 1.0, 96.0
-3.5, 8.0, -3.5, -2.0, 1996-12-08 15:00:00, 4.0, 104.0
-4.0, 8.0, -7.0, -3.5, 1996-12-09 07:00:00, 3.0, 113.0
-3.0, 17.0, -4.0, -3.0, 1996-12-09 15:00:00, 4.0, 122.0
-3.0, 22.0, -3.0, -3.0, 1996-12-10 06:45:00, 8.0, 128.0
-3.5, 0.1, -5.0, -3.0, 1996-12-10 15:15:00, 1.0, 124.0
-5.0, 6.0, -7.0, 3.5, 1996-12-11 07:00:00, 2.0, 126.0
-3.0, 7.0, -5.0, -3.0, 1996-12-11 15:00:00, 3.0, 128.0
-4.5, 12.0, -6.5, -3.0, 1996-12-12 07:00:00, 7.0, 135.0
-3.0, 1.0, -6.0, -2.5, 1996-12-12 15:30:00, 0.0, 133.0
-3.5, 22.0, -4.0, -2.0, 1996-12-13 07:00:00, 11.0, 158.0
-2.0, 8.0, -3.5, -1.5, 1996-12-13 15:00:00, 3.0, 157.0
-3.0, 0.1, -6.5, -2.0, 1996-12-14 06:45:00, 2.0, 153.0
-3.0, 1.0, -3.5, -2.0, 1996-12-14 15:00:00, 0.0, 152.0
-1.0, 6.0, -3.5, -1.0, 1996-12-15 06:45:00, 3.0, 153.0
-2.0, 2.0, -2.0, 0.0, 1996-12-15 15:00:00, 2.0, 154.0
-7.5, 0.0, -7.5, -1.5, 1996-12-16 06:45:00, 0.0, 148.0
-3.5, 0.0, -8.0, -2.0, 1996-12-16 15:00:00, 0.0, 148.0
-4.5, 0.0, -7.0, -3.5, 1996-12-17 07:00:00, 0.0, 147.0
-2.5, 0.0, -5.0, 0.5, 1996-12-17 15:30:00, 0.0, 145.0
-1.0, 0.0, -3.0, -0.5, 1996-12-18 06:45:00, 0.0, 140.0
2.0, 0.0, -1.5, 2.5, 1996-12-18 15:00:00, 0.0, 139.0
-1.0, 0.0, -3.0, 2.0, 1996-12-19 07:00:00, 1.0, 138.0
-0.5, 7.0, -3.0, -0.5, 1996-12-19 15:00:00, 5.0, 144.0
-3.0, 0.0, -5.0, -0.5, 1996-12-20 06:15:00, 1.0, 143.0
-2.5, 0.1, -4.5, -1.5, 1996-12-20 15:00:00, 1.0, 141.0
-4.5, 10.0, -5.0, -2.5, 1996-12-21 06:45:00, 5.0, 150.0
-4.0, 3.0, -5.0, -3.5, 1996-12-21 15:00:00, 2.0, 149.0
-6.0, 4.0, -6.0, -4.0, 1996-12-22 06:45:00, 2.0, 152.0
-7.0, 4.0, -7.0, -5.5, 1996-12-22 15:15:00, 2.0, 152.0
-8.0, 8.0, -8.0, 7.0, 1996-12-23 06:45:00, 6.0, 155.0
-7.5, 0.1, -9.0, -5.0, 1996-12-23 15:45:00, 0.0, 153.0
-8.0, 2.0, -9.0, -7.0, 1996-12-24 06:40:00, 1.0, 151.0
-6.0, 0.0, -8.0, -6.0, 1996-12-24 15:00:00, 0.0, 150.0
-11.5, 0.0, -11.5, -5.5, 1996-12-25 07:00:00, 0.0, 149.0
-8.5, 0.0, -12.5, -5.5, 1996-12-25 15:00:00, 0.0, 148.0
-11.0, 0.0, -13.5, -8.0, 1996-12-26 06:30:00, 0.0, 148.0
-11.0, 0.0, -12.0, -7.5, 1996-12-26 15:30:00, 0.0, 147.0
-15.5, 0.1, -15.5, -10.5, 1996-12-27 06:45:00, 1.0, 146.0
-12.0, 0.0, -16.0, -11.5, 1996-12-27 15:00:00, 0.0, 145.0
-14.5, 1.0, -17.0, -13.0, 1996-12-28 07:00:00, 1.0, 146.0
-14.5, 3.0, -15.0, -13.5, 1996-12-28 15:00:00, 1.0, 146.0
-12.0, 14.0, -16.5, -12.0, 1996-12-29 07:00:00, 4.0, 154.0
-10.0, 24.0, -12.0, -9.0, 1996-12-29 15:00:00, 7.0, 178.0
-4.0, 3.0, -10.5, -3.5, 1996-12-30 06:30:00, 2.0, 174.0
1.0, 6.0, -5.0, 1.0, 1996-12-30 15:00:00, 5.0, 180.0
0.5, 5.0, 0.5, 1.5, 1996-12-31 07:00:00, 7.0, 179.0
0.0, 2.0, 0.0, 2.0, 1996-12-31 15:00:00, 5.0, 178.0
1.5, 17.0, -1.5, 5.0, 1997-01-01 07:00:00, 39.0, 189.0
0.5, 0.0, 0.5, 2.5, 1997-01-01 15:00:00, 0.0, 182.0
-7.0, 5.0, -7.0, -0.5, 1997-01-02 06:45:00, 1.0, 193.0
0.0, 22.0, -1.0, 0.5, 1997-01-02 07:00:00, 5.0, 196.0
-1.5, 2.0, -1.5, 1.0, 1997-01-02 16:00:00, 1.0, 197.0
-3.5, 0.1, -8.0, -0.5, 1997-01-03 15:00:00, 1.0, 193.0
-5.0, 2.0, -7.0, -3.5, 1997-01-04 06:45:00, 1.0, 193.0
-2.5, 2.0, -5.5, -1.5, 1997-01-04 15:00:00, 2.0, 194.0
-6.0, 0.1, -8.0, -2.0, 1997-01-05 06:45:00, 0.0, 189.0
-4.0, 1.0, -7.5, -3.0, 1997-01-05 15:00:00, 1.0, 186.0
-2.5, 14.0, -4.5, -2.5, 1997-01-06 07:00:00, None, 195.0
1.5, 0.1, -2.5, 3.0, 1997-01-06 15:00:00, 1.0, 189.0
1.0, 0.0, 0.0, 1.5, 1997-01-07 07:00:00, 0.0, 187.0
3.0, 0.0, 0.0, 5.0, 1997-01-07 15:00:00, 0.0, 184.0
0.0, 0.0, -1.5, 3.0, 1997-01-08 06:30:00, 1.0, 182.0
1.0, 0.0, -0.5, 1.0, 1997-01-08 15:00:00, 0.0, 182.0
0.0, 0.0, 0.0, 1.0, 1997-01-09 06:30:00, 2.0, 178.0
0.5, 0.0, 0.0, 1.0, 1997-01-09 15:00:00, 1.0, 177.0
1.0, 0.0, -0.5, 1.0, 1997-01-10 06:30:00, 0.0, 176.0
2.5, 0.0, 0.5, 4.0, 1997-01-10 15:00:00, 0.0, 174.0
-0.5, 0.0, -2.5, 4.0, 1997-01-11 06:45:00, 0.0, 171.0
4.5, 0.0, -1.0, 6.5, 1997-01-11 15:00:00, 0.0, 169.0
-2.0, 0.0, -2.5, 4.5, 1997-01-12 06:45:00, 0.0, 169.0
-1.0, 0.0, -1.0, 1.0, 1997-01-12 15:00:00, 0.0, 167.0
-2.5, 0.0, -4.5, -0.5, 1997-01-13 07:00:00, 0.0, 167.0
2.0, 0.0, -2.5, 5.5, 1997-01-13 14:45:00, 0.0, 165.0
-1.5, 0.0, -3.0, 2.5, 1997-01-14 06:35:00, 0.0, 165.0
2.5, 0.0, -2.5, 6.0, 1997-01-14 15:00:00, 0.0, 164.0
-1.0, 0.0, -3.0, 2.5, 1997-01-15 07:00:00, 0.0, 164.0
2.0, 0.0, -2.5, 4.0, 1997-01-15 15:00:00, 0.0, 164.0
-4.0, 0.0, -4.5, 2.0, 1997-01-16 07:00:00, 0.0, 164.0
-3.0, 17.0, -4.5, -3.0, 1997-01-16 16:45:00, 8.0, 171.0
1.0, 6.0, -3.0, 1.0, 1997-01-17 06:45:00, 11.0, 168.0
3.0, 0.0, 1.0, 3.0, 1997-01-17 15:00:00, 7.0, 165.0
0.0, 0.0, -2.5, 3.0, 1997-01-18 07:15:00, 0.0, 164.0
-2.0, 8.0, -2.5, 0.0, 1997-01-18 15:00:00, 10.0, 175.0
2.0, 0.0, -2.0, 3.5, 1997-01-19 06:40:00, 5.0, 173.0
3.0, 0.0, 1.0, 3.0, 1997-01-19 15:00:00, 3.0, 172.0
0.5, 1.0, -0.5, 3.0, 1997-01-20 07:00:00, 1.0, 171.0
0.5, 1.0, 0.0, 1.5, 1997-01-20 15:00:00, 4.0, 172.0
-1.0, 2.0, -3.5, 1.0, 1997-01-21 07:00:00, 1.0, 172.0
-0.5, 2.0, -2.0, 0.0, 1997-01-21 15:10:00, 2.0, 174.0
-4.5, 0.0, -4.5, 0.0, 1997-01-22 07:00:00, 0.0, 173.0
-1.5, 0.0, -4.5, -0.5, 1997-01-22 15:00:00, 0.0, 173.0
-5.5, 3.0, -6.5, -1.0, 1997-01-23 07:00:00, 1.0, 175.0
-2.5, 0.0, -7.5, -0.5, 1997-01-23 15:00:00, 0.0, 175.0
-9.5, 0.0, -9.5, -2.5, 1997-01-24 06:40:00, 0.0, 175.0
-7.0, 0.0, -9.5, -3.0, 1997-01-24 15:00:00, 0.0, 173.0
-13.0, 0.0, -13.0, -6.5, 1997-01-25 06:45:00, 0.0, 173.0
-9.0, 0.0, -13.0, -5.5, 1997-01-25 15:00:00, 0.0, 171.0
-12.0, 0.0, -14.0, -9.0, 1997-01-26 07:00:00, 0.0, 170.0
-4.5, 0.0, -12.0, -2.0, 1997-01-26 15:00:00, 0.0, 169.0
-5.0, 0.0, -7.5, -4.5, 1997-01-27 07:00:00, 0.0, 169.0
-5.0, 5.0, -7.0, -4.0, 1997-01-27 15:10:00, 4.0, 175.0
-0.5, 15.0, -6.0, -0.5, 1997-01-28 06:45:00, 9.0, 183.0
0.5, 0.0, -1.0, 1.0, 1997-01-28 15:00:00, 1.0, 188.0
0.5, 1.0, -0.5, 1.0, 1997-01-29 07:00:00, 3.0, 185.0
0.5, 0.1, 0.0, 1.5, 1997-01-29 15:00:00, 7.0, 185.0
2.5, 6.0, -1.0, 4.5, 1997-01-30 07:00:00, 18.0, 187.0
4.0, 0.0, 2.0, 6.0, 1997-01-30 15:00:00, 0.0, 185.0
-0.5, 0.0, -1.5, 4.0, 1997-01-31 07:00:00, 0.0, 184.0
2.5, 0.0, -0.5, 5.0, 1997-01-31 15:00:00, 0.0, 180.0
-2.5, 3.0, -3.0, 2.5, 1997-02-01 07:00:00, 0.0, 182.0
2.0, 0.0, -2.5, 3.5, 1997-02-01 15:00:00, 0.0, 182.0
-4.0, 0.0, -6.0, 2.5, 1997-02-02 07:00:00, 0.0, 182.0
-1.0, 1.0, -4.0, -1.0, 1997-02-02 15:00:00, 1.0, 183.0
-2.5, 6.0, -3.5, -0.5, 1997-02-03 07:00:00, 2.0, 189.0
-2.5, 0.0, -3.5, -2.0, 1997-02-03 15:15:00, 0.0, 188.0
-4.0, 0.0, -5.0, -2.0, 1997-02-04 06:50:00, 0.0, 188.0
15.0, 0.0, -4.5, 15.0, 1997-02-04 15:00:00, 0.0, 187.0
-4.0, 0.0, -4.5, 1.5, 1997-02-05 07:00:00, 0.0, 186.0
4.0, 0.0, -4.0, 5.0, 1997-02-05 15:00:00, 0.0, 185.0
-1.0, 0.0, -2.5, 4.0, 1997-02-06 07:00:00, 0.0, 184.0
1.5, 0.0, -1.0, 2.0, 1997-02-06 15:00:00, 0.0, 184.0
-1.0, 0.0, -2.5, 1.5, 1997-02-07 07:00:00, 0.0, 184.0
2.0, 0.0, -1.5, 3.5, 1997-02-07 15:15:00, 0.0, 184.0
-4.5, 0.0, -5.5, 2.0, 1997-02-08 07:00:00, 0.0, 183.0
-0.5, 0.0, -4.5, 0.5, 1997-02-08 15:00:00, 0.0, 181.0
-4.0, 0.0, -6.5, 0.5, 1997-02-09 07:00:00, 0.0, 179.0
0.5, 0.0, -4.0, 2.5, 1997-02-09 15:00:00, 0.0, 178.0
-4.0, 0.0, -4.0, 2.5, 1997-02-10 07:00:00, 0.0, 178.0
1.0, 0.0, -4.0, 1.0, 1997-02-10 15:00:00, 0.0, 178.0
-3.0, 3.0, -3.0, 1.0, 1997-02-11 07:00:00, 3.0, 182.0
-4.0, 9.0, -4.0, -3.0, 1997-02-11 15:00:00, 5.0, 189.0
-3.0, 10.0, -4.0, -3.0, 1997-02-12 07:00:00, 6.0, 202.0
1.0, 0.0, -3.0, 1.5, 1997-02-12 15:00:00, 0.0, 200.0
-2.5, 2.0, -3.5, 1.0, 1997-02-13 07:00:00, 1.0, 201.0
2.0, 0.0, -3.5, 3.0, 1997-02-13 15:00:00, 0.0, 199.0
0.0, 1.0, -0.5, 2.5, 1997-02-14 06:35:00, 1.0, 198.0
5.5, 0.0, -0.5, 5.5, 1997-02-14 15:00:00, 0.0, 197.0
1.5, 0.0, 0.5, 5.5, 1997-02-15 07:00:00, 1.0, 194.0
5.0, 0.0, 1.5, 6.5, 1997-02-15 15:00:00, 0.0, 189.0
0.5, 0.0, 0.0, 5.5, 1997-02-16 07:00:00, 0.0, 187.0
5.5, 0.0, 0.5, 6.5, 1997-02-16 15:00:00, 0.0, 184.0
0.0, 1.0, -1.5, 5.5, 1997-02-17 07:00:00, 1.0, 185.0
4.0, 0.0, -1.0, 5.5, 1997-02-17 15:00:00, 0.0, 184.0
-2.0, 0.0, -2.0, 4.0, 1997-02-18 07:00:00, 0.0, 184.0
-2.5, 6.0, -3.0, -2.0, 1997-02-18 15:00:00, 4.0, 185.0
-3.5, 10.0, -4.5, -1.5, 1997-02-19 07:00:00, 6.0, 195.0
0.0, 1.0, -4.0, 0.0, 1997-02-19 15:00:00, 0.0, 195.0
-4.5, 0.1, -4.5, 0.0, 1997-02-20 07:00:00, 0.0, 193.0
2.5, 0.0, -4.5, 3.5, 1997-02-20 15:00:00, 0.0, 192.0
-4.5, 0.0, -4.5, 3.5, 1997-02-21 06:40:00, 0.0, 192.0
2.0, 0.0, -4.5, 4.0, 1997-02-21 15:00:00, 0.0, 191.0
-0.5, 0.0, -2.5, 2.0, 1997-02-22 06:15:00, 0.0, 190.0
5.5, 0.0, -1.0, 7.5, 1997-02-22 15:00:00, 0.0, 188.0
2.5, 0.0, 1.0, 5.5, 1997-02-23 06:40:00, 0.0, 188.0
9.5, 0.0, 2.5, 11.0, 1997-02-23 15:00:00, 0.0, 185.0
2.0, 0.0, 2.0, 10.0, 1997-02-24 07:00:00, 0.0, 185.0
8.5, 0.0, 2.0, 13.0, 1997-02-24 16:00:00, 0.0, 184.0
0.5, 0.0, -5.0, 8.5, 1997-02-25 07:00:00, 0.0, 184.0
3.0, 0.0, 0.0, 6.0, 1997-02-25 15:00:00, 0.0, 183.0
-3.5, 0.0, -3.5, 3.0, 1997-02-26 07:00:00, 0.0, 182.0
0.0, 0.0, -3.5, 0.5, 1997-02-26 15:00:00, 0.0, 182.0
-6.0, 0.0, -6.0, 0.0, 1997-02-27 07:00:00, 0.0, 182.0
0.0, 0.0, -6.5, 1.0, 1997-02-27 15:20:00, 0.0, 12.0
-5.5, 0.0, -5.5, 0.0, 1997-02-28 06:40:00, 0.0, 181.0
-2.0, 1.0, -6.0, -1.0, 1997-02-28 15:00:00, 0.0, 181.0
-1.5, 8.0, -3.5, 0.0, 1997-03-01 05:00:00, 4.0, 193.0
-3.5, 6.0, -4.0, -2.0, 1997-03-01 07:00:00, 3.0, 184.0
-3.5, 6.0, -3.5, -1.5, 1997-03-02 07:00:00, 3.0, 196.0
1.0, 0.1, -3.5, 2.0, 1997-03-02 15:00:00, 0.0, 196.0
-5.5, 2.0, -6.0, 1.0, 1997-03-03 07:00:00, 2.0, 197.0
-2.5, 2.0, -6.0, 0.0, 1997-03-03 15:00:00, 2.0, 197.0
-9.0, 0.0, -9.0, -2.5, 1997-03-04 07:00:00, 0.0, 196.0
-3.5, 0.1, -9.0, -1.0, 1997-03-04 15:00:00, 0.0, 196.0
-4.0, 3.0, -5.0, -3.5, 1997-03-05 07:00:00, 4.0, 201.0
-3.5, 7.0, -4.0, -3.0, 1997-03-05 15:00:00, 4.0, 208.0
-2.0, 12.0, -4.0, -2.0, 1997-03-06 07:00:00, 6.0, 210.0
2.5, 0.0, -2.0, 3.0, 1997-03-06 15:00:00, 0.0, 208.0
-3.5, 7.0, -4.0, 1.5, 1997-03-07 07:00:00, 4.0, 215.0
-0.5, 0.0, -3.5, 2.0, 1997-03-07 15:00:00, 0.0, 212.0
-6.0, 0.0, -7.0, -0.5, 1997-03-08 07:00:00, 0.0, 210.0
-3.5, 1.0, -6.0, -0.5, 1997-03-08 15:10:00, 1.0, 211.0
-0.5, 10.0, -4.0, -0.5, 1997-03-09 07:00:00, 5.0, 214.0
-1.5, 4.0, -2.0, -0.5, 1997-03-09 15:00:00, 3.0, 218.0
-5.0, 2.0, -7.0, -0.5, 1997-03-10 07:00:00, 11.0, 220.0
-0.5, 0.0, -6.5, 1.5, 1997-03-10 15:00:00, 0.0, 217.0
-4.5, 0.1, -5.0, -0.5, 1997-03-11 06:50:00, 0.0, 216.0
-2.0, 2.0, -5.0, -1.5, 1997-03-11 15:00:00, 2.0, 221.0
-9.0, 4.0, -9.5, -1.5, 1997-03-12 06:50:00, 2.0, 223.0
-3.0, 0.0, -8.0, -0.5, 1997-03-12 16:00:00, 0.0, 222.0
-5.0, 6.0, -6.5, -3.0, 1997-03-13 07:00:00, 3.0, 227.0
-3.5, 0.0, -5.5, -3.0, 1997-03-13 15:00:00, 1.0, 226.0
-8.5, 0.0, -8.5, -3.5, 1997-03-14 06:40:00, 0.0, 225.0
-2.0, 0.0, -9.0, -0.5, 1997-03-14 15:00:00, 0.0, 224.0
-6.0, 2.0, -7.0, -1.5, 1997-03-15 07:00:00, 1.0, 223.0
-4.0, 12.0, -6.0, -4.0, 1997-03-15 15:15:00, 7.0, 237.0
-6.5, 1.0, -9.5, -3.5, 1997-03-16 07:00:00, 0.0, 234.0
-2.5, 0.0, -6.5, -2.0, 1997-03-16 15:00:00, 0.0, 233.0
-2.5, 3.0, -4.5, -2.5, 1997-03-17 07:00:00, 2.0, 235.0
-2.0, 29.0, -2.5, -1.0, 1997-03-17 15:00:00, 14.0, 265.0
2.5, 36.0, -2.0, 2.5, 1997-03-18 07:00:00, 49.0, 284.0
3.0, 0.0, 2.0, 4.5, 1997-03-18 15:00:00, 2.0, 269.0
2.0, 0.0, 1.5, 4.0, 1997-03-19 07:00:00, 24.0, 249.0
2.5, 0.0, 2.0, 4.5, 1997-03-19 16:15:00, 1.0, 239.0
-2.0, 2.0, -2.5, 3.0, 1997-03-20 07:00:00, 1.0, 238.0
2.0, 0.0, -2.0, 4.0, 1997-03-20 15:00:00, 0.0, 236.0
-2.0, 2.0, -4.5, 2.0, 1997-03-21 07:00:00, 1.0, 236.0
2.0, 8.0, -2.0, 2.0, 1997-03-21 15:00:00, 5.0, 243.0
-2.0, 0.0, -4.0, 2.0, 1997-03-22 07:00:00, 0.0, 241.0
1.5, 0.0, -2.0, 3.0, 1997-03-22 15:00:00, 0.0, 237.0
